FacName,FacStreet,FacCity,FacState,FacZip,RegistryID,FacEPARegion,FacSICCodes,FacNAICSCodes,FacCurrSNCFlg,FacQtrsInNC,FacInspectionCount,FacPopDen,FacPercentMinority,FacFormalActionCount,geometry,complete,lon,lat
MECCO/MECCO,3393 WEST 820TH RD,FORT GIBSON,OK,74434,110039141167,06,4953,562212,N,0,0,195.17,38.368,0,POINT (-95.24344000000001 35.82756),0,-95.24344,35.82756
MECKLENBURG COUNTY LANDFILL,HWY 678,BASKERVILLE,VA,23915,110043217113,03,,562212,N,0,0,0.0,0.0,0,POINT (-78.283609 36.683565),0,-78.283609,36.683565
MEDFIELD TRANSFER STATION,NORTH MEADOWS RD,MEDFIELD,MA,02052,110008420994,01,,562212 92219,N,0,0,1821.16,14.328,0,POINT (-71.201497 42.154349),0,-71.201497,42.154349
MEDICO ENVIRONMENTAL SERVICES INC,13000 58 ST N,CLEARWATER,FL,33760,110012541124,04,,562212 562211 562219 562213,N,0,0,2875.86,25.66,0,POINT (-82.71372 27.89024),0,-82.71372,27.89024
MEDLEY LANDFILL,9350 NORTHWEST 89TH STREET,MEDLEY,FL,33178,110006846958,04,4953,562212 562219,N,1,4,6169.82,94.174,0,POINT (-80.350826 25.85784),0,-80.350826,25.85784
MEDORA LANDFILL CAMU,546 C.R. 870 W,MEDORA,IN,47260,110043086763,05,,562212,N,0,0,53.03,3.273,0,POINT (-86.20035799999999 38.8677),0,-86.200358,38.8677
"MEMPHIS WRECKING COMPANY, INC",2948 THOMAS STREET,MEMPHIS,TN,38109,110070029307,04,,562213 562212,N,0,0,1610.04,80.893,0,POINT (-90.03340799999999 35.206025),0,-90.033408,35.206025
MENDOTA DISPOSAL SITE,OFF BASS AVE,MENDOTA,CA,93640,110031368838,09,,562212,N,0,0,0.0,0.0,0,POINT (-120.382999 36.761175),0,-120.382999,36.761175
MESA COUNTY LANDFILL,3071 COLO HWY 50 TO 29.25 RD,GRAND JUNCTION,CO,81503,110007245560,08,4953,562212,N,0,5,284.75,14.855,0,POINT (-108.49194 39.01261),0,-108.49194,39.01261
MESQUITE CREEK LANDFILL,1000 KOHLENBERG RD,NEW BRAUNFELS,TX,78130,110030746977,06,,562212 562211,Y,12,2,110.22,38.019,0,POINT (-98.02668799999999 29.740436),0,-98.026688,29.740436
MESQUITE REGIONAL LANDFILL,6330 E STATE HWY 78,BRAWLEY,CA,92227,110005996663,09,,562212,N,0,0,0.05,0.0,0,POINT (-114.976473 33.037533),0,-114.976473,33.037533
METHUEN TRANSFER STATION,HUNTINGTON AVE,METHUEN,MA,01844,110024320661,01,,562212,N,0,0,3724.78,54.148,0,POINT (-71.17435 42.74183),0,-71.17435,42.74183
METRO COMPOST CENTER,1601 HARRIET STREET,DES MOINES,IA,50309,110034144619,07,4953,562212,N,0,2,3434.17,36.469,0,POINT (-93.6292 41.5836),0,-93.6292,41.5836
METRO FILL DEVELOPMENT LLC,2001 S. RIVER ROAD,"SAINT CHARLES, TOWNSHIP OF",MO,63303,110037508621,07,1629 4953,562212,N,0,1,1804.31,14.004,0,POINT (-90.529606 38.736329),0,-90.529606,38.736329
METRO METHANE RECOVERY FACILITY,12161 12TH AVE NE,MITCHELLVILLE,IA,50169,110036388021,07,4911,562212 562 221122,N,0,6,17.56,4.656,0,POINT (-93.344691 41.600723),0,-93.344691,41.600723
METRO PARK EAST SANITARY LANDFILL,12181 12TH AVE NE,MITCHELLVILLE,IA,50169,110018868509,07,4953,562212,N,0,5,17.52,4.481,0,POINT (-93.34419 41.600725),0,-93.34419,41.600725
METRO PARK WEST LANDFILL,2499 337TH ST,PERRY,IA,50220,110043961460,07,4953,562212,N,0,0,24.97,30.229,0,POINT (-94.16481 41.8669),0,-94.16481,41.8669
MIAMIVIEW LAND DEVELOPMENT C&DD LANDFILL,5931 STATE RTE 128,CLEVES,OH,45002,110006236590,05,,562212,N,0,1,668.73,4.636,0,POINT (-84.718575 39.200958),0,-84.718575,39.200958
MICHIGAN ENVIRONS INC,6111 W ELMWOOD RD,MENOMINEE,MI,49858,110013868038,05,,562212,N,0,2,82.05,1.895,0,POINT (-87.6332 45.1807),0,-87.6332,45.1807
MID STATE WASTE,7583 TOWNSHIP ROAD 81,BELLVILLE,OH,44813,110043180438,05,,562212,N,0,0,98.68,2.823,0,POINT (-82.65260000000001 40.62287),0,-82.6526,40.62287
MID VALLEY LANDFILL,2390 NORTH ALDER,RIALTO,CA,92377,110028037461,09,4953,562212,N,0,0,3726.99,85.25,0,POINT (-117.4186 34.142285),0,-117.4186,34.142285
MID-AMERICA CONVERSION SERVICES LLC - DEPLETED URANIUM HEXAFLUORIDE CONVERSION F,5600 HOBBS RD,KEVIL,KY,42053,110060257671,04,2819 9511,325180 56291 325188 562910 562212 327212 211112 562211 924110 562920 92411 32518 325998,N,2,21,53.4,4.453,3,POINT (-88.811111 37.120138),0,-88.811111,37.120138
MID-IOWA SOLID WASTE EQUIP CO INC,5105 NW BEAVER DR,JOHNSTON,IA,50131,110001327528,07,4953,562212,N,0,2,2065.2,16.276,0,POINT (-93.68191 41.65317),0,-93.68191,41.65317
MIDC WORKING GROUP,HENDERSON RD,ELIZABETH,PA,15037,110007782872,03,,562211 562212,N,0,1,578.47,3.453,0,POINT (-79.80110000000001 40.28324),0,-79.8011,40.28324
MIDDLE PENINSULA LANDFILL,3714 WASTE MANAGEMENT WAY,SALUDA,VA,23149,110001911183,03,,562212,N,0,3,60.2,14.074,0,POINT (-76.62461399999999 37.521681),0,-76.624614,37.521681
MIDDLEBOROUGH LANDFILL,207 PLYMPTON ST,MIDDLEBOROUGH,MA,02346,110040447674,01,,562212,N,0,0,318.27,5.556,0,POINT (-70.83454 41.92843),0,-70.83454,41.92843
MIDSHORE II REGIONAL SOLID WASTE FACILITY,12236 RIVER RD,RIDGELY,MD,21660,110055100714,03,,562212,N,0,3,155.32,21.424,0,POINT (-75.85352 38.9439),0,-75.85352,38.9439
MIDSHORE REGIONAL SOLID WASTE FACILITY,7341 BARKERS LANDING ROAD,EASTON,MD,21601,110001297999,03,4953,562212,N,0,0,297.77,18.501,0,POINT (-76.01993899999999 38.746093),0,-76.019939,38.746093
MILAM RDF,601 MADISON RD,EAST ST LOUIS,IL,62201,110018248573,05,4953,562212,N,0,0,944.74,88.0,0,POINT (-90.1207 38.65599),0,-90.1207,38.65599
MILAM RECYCLING & DISPOSAL,601 MADISON ROAD,EAST ST LOUIS,IL,62201,110007547128,05,4953,339999 562212,N,0,2,1034.05,88.94,0,POINT (-90.125 38.655),0,-90.125,38.655
MILFORD TRANSFER STATION,CEDAR ST RTE 85,MILFORD,MA,01757,110008420020,01,,562212,N,4,2,485.17,7.117,0,POINT (-71.896308 42.364742),0,-71.896308,42.364742
MILL CREEK LANDFILL,7797 CONFEDERATE PARK ROAD,FORT WORTH,TX,76108,110033180643,06,,562212,N,0,0,369.46,15.859,0,POINT (-97.534378 32.825398),0,-97.534378,32.825398
MILLARD COUNTY LANDFILL,5784 E 2160 S,DELTA,UT,84624,110032610244,08,4953,562212,N,0,0,0.72,20.0,0,POINT (-112.472167 39.320514),0,-112.472167,39.320514
MILLERSVILLE LANDFILL,389 BURNS CROSSING ROAD,SEVERN,MD,21144,110001776800,03,4953,562212 221118,N,0,7,1745.68,40.349,0,POINT (-76.676523 39.085577),0,-76.676523,39.085577
MILLIKEN SANITARY LANDFILL,2050 SOUTH MILLIKEN AVENUE,ONTARIO,CA,91761,110043813530,09,4953,562212 562920 562213 999999,N,0,8,1020.59,73.139,0,POINT (-117.558366 34.040619),0,-117.558366,34.040619
MILLVILLE CITY MUNICIPAL LANDFILL,CEDARVILLE RD,MILLVILLE,NJ,08322,110010354954,02,4953,562212,N,0,2,585.04,35.204,1,POINT (-75.080765 39.376103),0,-75.080765,39.376103
MILTON GROVE LDFL,2487 CLOVERLEAF RD,ELIZABETHTOWN,PA,17022,110017795297,03,4953,562212,N,0,1,206.1,5.035,0,POINT (-76.52507 40.16644),0,-76.52507,40.16644
MINERAL COUNTY LANDFILL,"37.833421,-106.908165",CREEDE AREA,CO,81130,110064530672,08,4953,562212,N,0,0,0.0,0.0,0,POINT (-107.00476 37.767779),0,-107.00476,37.767779
"MINERVA ENTERPRISES, LLC",9000 MINERVA RD,WAYNESBURG,OH,44688,110009636055,05,,562212,N,0,0,160.75,3.412,0,POINT (-81.245553 40.674419),0,-81.245553,40.674419
MINKIN-CHANDLER CORPORATION,13501 SANDERS AVE,DETROIT,MI,48217,110009600743,05,9999,562212,N,0,0,3708.33,51.828,0,POINT (-83.15415 42.29025),0,-83.15415,42.29025
MISSISSIPPI COUNTY LANDFILL,1695 E COUNTY RD. 506,BLYTHEVILLE,AR,72315,110014015671,06,4953,562212,N,4,0,6.21,10.909,0,POINT (-89.8699 35.7858),0,-89.8699,35.7858
MISSOULA LANDFILL,3737 COAL MINE RD,MISSOULA,MT,59802,110043808065,08,4953,562212,N,0,0,1206.76,9.691,0,POINT (-114.0137 46.9032),0,-114.0137,46.9032
MITCHELL REGIONAL LANDFILL,41176 257TH STREET,MITCHELL,SD,57301,110044316594,08,4953,562212,N,0,4,18.94,2.064,0,POINT (-97.97089 43.65882),0,-97.97089,43.65882
MOBERLY MUNICIPAL SANITARY LANDFILL,HWY DD 4 MILES NW OF MOBERLY,HUNTSVILLE,MO,65259,110043514621,07,4953,562212,N,0,1,0.0,0.0,0,POINT (-92.545641 39.428814),0,-92.545641,39.428814
MOBERLY SANITARY LANDFILL,"ROUTE 2, BOX 372",HUNTSVILLE,MO,65259,110006727747,07,4953,562212,Y,8,1,38.04,3.131,0,POINT (-92.50444400000001 39.473972),0,-92.504444,39.473972
MOCCASIN MIKE SANITARY LANDFILL,MOCCASIN MIKE ROAD,SUPERIOR,WI,54880,110038087263,05,4959,562212,N,0,2,137.34,7.489,0,POINT (-91.9667 46.671),0,-91.9667,46.671
MODEL CITY ENERGY FACILITY,1447 PLETCHER ROAD,MODEL CITY,NY,14107,110013328247,02,4911,221111 562212,N,0,2,188.45,5.623,0,POINT (-78.981427 43.209759),0,-78.981427,43.209759
MODERN LANDFILL,4400 MT. PISGAH ROAD,YORK,PA,17406,110028048716,03,4953,562212,N,4,9,609.1,8.697,1,POINT (-76.5925 39.960561),0,-76.5925,39.960561
MODERN LANDFILL INC,1445 PLETCHER RD,MODEL CITY,NY,14107,110004453680,02,4953,562212,N,0,3,185.25,5.903,0,POINT (-78.9705 43.216083),0,-78.9705,43.216083
MOFFAT COUNTY LANDFILL,NE SEC 15 & NW SEC 14 T6N R91W 25 MI SW OF TOWN,CRAIG,CO,81625,110007240716,08,4953,562212,N,0,1,166.21,21.632,0,POINT (-107.57222 40.477779),0,-107.57222,40.477779
MOHAVE VALLEY LANDFILL,3999 EL RODEO ROAD,MOHAVE VALLEY,AZ,86440,110012625141,09,4953,562212 337110,N,0,3,45.82,16.936,0,POINT (-114.51315 35.022772),0,-114.51315,35.022772
MOHAWK VALLEY SANITARY LANDFILL,3020 SOUTHSIDE ROAD,FRANKFORT,NY,13340,110001985745,02,4953,562212 999999,N,12,7,133.43,3.917,0,POINT (-75.1302 43.0728),0,-75.1302,43.0728
MONMOUTH CNTY RECLAMATION CENTER,6000 ASBURY AVE,TINTON FALLS,NJ,07724,110001980438,02,4953 9511 4930 4925,562212 221210 924110 22111 22121 221118,Y,1,5,846.24,30.85,5,POINT (-74.111831 40.232904),0,-74.111831,40.232904
MONMOUTH COUNTY HEALTH DEPARTMENT HHW PERMANENT COLLECTION FACILITY,3211 SHAFTO ROAD,TINTON FALLS,NJ,07753,110015046644,02,,92119 562212 92411 56211,N,0,0,843.89,30.821,0,POINT (-74.11153 40.23269),0,-74.11153,40.23269
MONO COUNTY DEPARTMENT OF PUBLIC WORKS,74 N SCHOOL ST,BRIDGEPORT,CA,93517,110039564977,09,,562212 562111 81131,N,0,0,26.98,35.986,0,POINT (-119.2291 38.25692),0,-119.2291,38.25692
MONROE COUNTY LANDFILL,"7740 NORTH FISH RD., 6 MI NE OF BLOOMINGTON",BLOOMINGTON,IN,47408,110034154368,05,4953,562212,N,1,4,65.35,4.058,0,POINT (-86.4739 39.2808),0,-86.4739,39.2808
MONROE LIVINGSTON SANITARY LANDFILL,1241 SOUTH RD,SCOTTSVILLE,NY,14546,110007155014,02,4953,562212,N,0,5,117.72,6.568,0,POINT (-77.79810999999999 42.99036),0,-77.79811,42.99036
MONROE TWP SLF,SICKLERVILLE RD,"MONROE, TOWNSHIP OF",NJ,08094,110060529539,02,4953,562212,N,0,1,1712.74,40.785,0,POINT (-74.98495800000001 39.701886),0,-74.984958,39.701886
MONSANTO / LONG BEACH,6251 N PARAMOUNT B,LONG BEACH,CA,90805,110041464055,09,2819 2874,325188 325211 562212 325998 211112,N,0,0,10646.6,82.135,0,POINT (-118.159945 33.867822),0,-118.159945,33.867822
MONTAGUE LANDFILL & TRANSFER STATION,TURNPIKE RD,MONTAGUE CITY,MA,01376,110008416641,01,,92219 562212,N,0,0,114.39,5.875,0,POINT (-72.627624 42.527827),0,-72.627624,42.527827
MONTGOMERY CO. SANITARY LANDFILL & MRF,30 LARISON RD,JEFFERSONVILLE,KY,40337,110043793393,04,4953,562212 562211,N,8,7,72.56,3.302,0,POINT (-83.95254 37.9534),0,-83.95254,37.9534
MONTGOMERY COUNTY OAKS LFGE PLANT,6001 OLNEY-LAYTONSVILLE RD,GAITHERSBURG,MD,20882,110040576828,03,,562212 221119,N,3,2,734.21,38.517,0,POINT (-77.12188399999999 39.190616),0,-77.121884,39.190616
MONTGOMERY COUNTY SANITARY LANDFILL,1704 L AVENUE,RED OAK,IA,51566,110013979720,07,4953,562212,N,0,0,6.28,0.562,0,POINT (-95.156042 41.059009),0,-95.156042,41.059009
MONTGOMERY LANDFILL,115 DIVISION ST,MONTGOMERY,AL,36104,110025364040,04,4953,562212 562111,N,0,6,907.31,72.049,1,POINT (-86.320026 32.408915),0,-86.320026,32.408915
MONTMORENCY-OSCODA-ALPENA WASTE MANAGEMENT AUTHORI,6751 LANDFILL RD,ATLANTA,MI,49709,110042330992,05,,562212,N,1,3,58.4,4.272,0,POINT (-84.15131 45.015608),0,-84.15131,45.015608
MORGAN COUNTY COMMISIONERS LANDFILL,21448 MORGAN CTY RD 22,FORT MORGAN,CO,80701,110001428606,08,4953,562212,N,0,4,14.04,12.276,1,POINT (-103.732719 40.313068),0,-103.732719,40.313068
"MORRILTON, CITY OF-LANDFILL",51 DUMP RD,MORRILTON,AR,72110,110064252491,06,4953,562212,Y,2,0,137.38,19.3,0,POINT (-92.69619400000001 35.130556),0,-92.696194,35.130556
MORRIS COMMUNITY LANDFILL,1501 ASHLEY RD,MORRIS,IL,60450,110014060504,05,4953 9999,562212 339999,N,12,7,608.72,11.88,0,POINT (-88.4068 41.37127),0,-88.4068,41.37127
MORRIS FARMS LANDFILL,4 COUNTY ROAD 418,HILLSBORO,AL,35643,110034185478,04,4953,562212,N,7,7,10.57,46.792,0,POINT (-87.201836 34.703571),0,-87.201836,34.703571
MORRIS TWP,1 ELM LANE,MORRIS TWP,NJ,07961,110064432369,02,,562212,N,0,1,0.0,0.0,0,POINT (-74.46438999999999 40.8044),0,-74.46439,40.8044
MOSTOLLER LDFL,7095 GLADES PIKE,SOMERSET,PA,15501,110010261634,03,,562212,N,0,2,122.61,37.691,0,POINT (-78.98189000000001 39.98237),0,-78.98189,39.98237
MOSTOLLER LDFL INC/MOSTOLLER MUNICIPAL WASTE LDFL,ROUTE 31 PO BOX 260,FRIEDENS,PA,15541,110038079682,03,4953,562212,N,0,3,127.38,40.639,0,POINT (-78.98996 39.97199),0,-78.98996,39.97199
MOTOROLA INC,400 MAIN STREET,ARCADE,NY,14009,110002321700,02,3694,336322 33431 332813 562212 335312,N,0,0,223.01,3.332,0,POINT (-78.428922 42.529404),0,-78.428922,42.529404
MOUNT CARBERRY LANDFILL,80 HUTCHINS ST,BERLIN,NH,03570,110022482936,01,,562212,N,0,2,362.24,4.553,0,POINT (-71.15769299999999 44.49423),0,-71.157693,44.49423
MOUNTAIN VIEW LANDFILL,6976 WEST CALIFORNIA AVE.,SALT LAKE CITY,UT,84104,110032607374,08,4953,562212,N,0,0,537.48,36.898,0,POINT (-112.05832 40.74024),0,-112.05832,40.74024
MOUNTAINVIEW SANITARY LANDFILL,"13300 NEW GEORGE'S CREEK ROAD, SW",FROSTBURG,MD,21532,110006643784,03,,562212,N,0,3,223.33,7.551,0,POINT (-78.921944 39.607222),0,-78.921944,39.607222
"MP WILSON, LLC",4537 LANDFILL RD,WILSON,NC,27893,110014016616,04,4953,562212,N,0,0,393.25,90.685,0,POINT (-77.84516000000001 35.71552),0,-77.84516,35.71552
MT  WASTE SYSTEMS - HIGH PLAINS LANDFILL,142 POWERLINE ROAD,FLOWEREE,MT,59440,110011049123,08,4953,562212,N,5,2,1.94,12.963,1,POINT (-111.18909 47.62676),0,-111.18909,47.62676
MUNSTER LANDFILL,9351 CALUMET AVE,MUNSTER,IN,46321,110055585488,05,4953,562212,N,0,0,3221.57,34.465,0,POINT (-87.509032 41.54324),0,-87.509032,41.54324
MURRAY COUNTY LANDFILL,6585 HIGHWAY 411 S,CHATSWORTH,GA,30705,110034144129,04,4953,562212,N,0,0,69.56,3.864,0,POINT (-84.7351 34.6802),0,-84.7351,34.6802
MUSCATINE COUNTY SANITARY LANDFILL,3700 HWY 61 N,BLUE GRASS,IA,52726,110043297679,07,4953,562212,N,0,0,19.85,6.549,0,POINT (-90.84307 41.51737),0,-90.84307,41.51737
MUSKEGON COUNTY SOLID WASTE FACILITY,9366 APPLE AVE,RAVENNA,MI,49451,110001846496,05,,562212,N,0,3,65.15,8.64,0,POINT (-86.01343 43.235238),0,-86.01343,43.235238
MWV CUSTOM PAPERS LLC,1748 LANCASTER ROAD,CHILLICOTHE,OH,45601,110000748647,05,9999,562212 49311,N,1,0,69.11,2.482,0,POINT (-82.86897999999999 39.27697),0,-82.86898,39.27697
NANTUCKET LANDFILL,188 MADAKET ROAD,NANTUCKET,MA,02554,110001957062,01,4953,562212 325314,N,0,0,170.21,6.469,0,POINT (-70.16888 41.28372),0,-70.16888,41.28372
NAPA DEV CORP INC/PORT CRUSHER,1963 PEN ARGYL ROAD,PEN ARGYL,PA,18072,110020504319,03,1794,562212 238910,N,1,2,479.51,5.39,0,POINT (-75.257496 40.853502),0,-75.257496,40.853502
NAPLES SLF COLLIER COUNTY,3750 WHITE LAKE BLVD,NAPLES,FL,34117,110009074857,04,4953,562212 562219 562211,N,0,2,657.78,54.014,0,POINT (-81.65789100000001 26.165868),0,-81.657891,26.165868
NASHUA CITY OF,840 W HOLLIS ST,NASHUA,NH,03062,110023049672,01,,562212,N,0,0,1497.18,15.518,0,POINT (-71.52479700000001 42.73329),0,-71.524797,42.73329
NASSAU CO. BOARD OF COUNTY COMMISSIONERS,46026 LANDFILL RD,CALLAHAN,FL,32011,110013931415,04,4953,562212 562219,N,1,4,79.48,22.339,0,POINT (-81.820482 30.604718),0,-81.820482,30.604718
NATICK DPW,75 WEST STREET,NATICK,MA,01760,110008420609,01,,92219 562212,N,0,0,2054.84,31.47,0,POINT (-71.36169 42.27162),0,-71.36169,42.27162
NATIONAL READY MIXED CONCRETE COMPANY,2626 E 26TH STREET,VERNON,CA,90058,110070119238,09,,562212 484110,N,0,0,0.0,0.0,0,POINT (-118.211839 34.00924),0,-118.211839,34.00924
NATIONAL SERV ALL INCORPORATED,6231 MACBETH RD,FORT WAYNE,IN,46809,110001368831,05,4953,562212,N,0,3,890.02,15.464,0,POINT (-85.216174 41.031121),0,-85.216174,41.031121
NAVAL AIR WEAPONS STATION CHINA LAKE,1 ADMINISTRATION CIRCLE,RIDGECREST,CA,93555,110000511456,09,9711 8734 4961 9661 4953,928110 92811 999999 236116 23611 221330 236115 927110 562212,Y,12,15,727.95,31.393,6,POINT (-117.662 35.657),0,-117.662,35.657
NCES LANDFILL,581 TRUDEAU ROAD,BETHLEHEM,NH,03574,110004102328,01,,562212,N,0,3,27.25,3.799,0,POINT (-71.62779999999999 44.2606),0,-71.6278,44.2606
NCRRF LANDFILL,6554B NORTH JOG ROAD,WEST PALM BEACH,FL,33412,110009073536,04,4953,562212,N,0,0,1171.15,60.065,0,POINT (-80.141667 26.764722),0,-80.141667,26.764722
NE AR SOLID WASTE MGMT. DISTRICT,1810 GREEN 890 ROAD,PARAGOULD,AR,72450,110010067890,06,4953,562212,N,0,0,398.48,7.323,0,POINT (-90.45784 36.09167),0,-90.45784,36.09167
NE MISSISSIPPI REGIONAL LANDFILL,2941 COUNTY ROAD 302,WALNUT,MS,38683,110064176010,04,4953,562212,N,2,0,58.13,15.663,0,POINT (-88.93774999999999 34.947694),0,-88.93775,34.947694
"NE MS SW MGT AUTHORITY, NE MS REG LF",2941 COUNTY ROAD 302,WALNUT,MS,38683,110039636196,04,,562212,N,0,3,65.77,16.884,0,POINT (-88.901149 34.933713),0,-88.901149,34.933713
NEAL ROAD LANDFILL,1023 NEAL ROAD,PARADISE,CA,95969,110006529514,09,4931 4959,562212 221118,N,0,4,50.31,9.299,0,POINT (-121.7299 39.6757),0,-121.7299,39.6757
NELSON COUNTY SOLID WASTE DISPOSAL FACILITY,1025 AIRPORT ROAD,BARDSTOWN,KY,40004,110043783894,04,1611,562212 237310,N,0,1,115.69,4.843,0,POINT (-85.540612 37.823062),0,-85.540612,37.823062
NESVT LANDFILL & GAS-TO-ELECTRICITY PLANT,21 LANDFILL LANE,COVENTRY,VT,05825,110006537051,01,,562212 562112 56221 23622,N,0,4,183.13,6.694,0,POINT (-72.22104 44.90871),0,-72.22104,44.90871
NEVADA COUNTY CLASS IV LANDFIL,185 NEVADA COUNTY ROAD 258,PRESCOTT,AR,71857,110020134059,06,4953,562212,Y,7,2,120.13,49.274,0,POINT (-93.34263900000001 33.774167),0,-93.342639,33.774167
NEVADA COUNTY TRANSFER STATION,158 NEVADA 258,PRESCOTT,AR,71857,110070134269,06,4953,562212,N,0,0,77.35,39.991,0,POINT (-93.33927799999999 33.774167),0,-93.339278,33.774167
NEW BALTIMORE CDD LANDFILL,6950 RIVER RD,NEW BALTIMORE,OH,45030,110011942835,05,,562212,N,0,0,249.31,4.39,0,POINT (-84.66393100000001 39.264744),0,-84.663931,39.264744
NEW BATH LANDFILL,5362 TURNPIKE RD,BATH,NY,14810,110018854863,02,4953 4952 5093,562212,N,3,7,52.07,9.184,0,POINT (-77.402638 42.323834),0,-77.402638,42.323834
NEW BOSTON LANDFILL,1030 HIGHWAY 82 WEST,NEW BOSTON,TX,75570,110014407935,06,,562212,N,0,0,219.55,23.389,0,POINT (-94.43445199999999 33.46362),0,-94.434452,33.46362
NEW CUT LANDFILL,4361 NEW CUT ROAD,ELLICOTT CITY,MD,21043,110028276434,03,4953 1442,562212,N,7,0,2535.26,37.597,0,POINT (-76.79861099999999 39.250556),0,-76.798611,39.250556
"NEW GEORGIA LANDFILL, BIRMINGHAM",2800 47TH AVENUE NORTH,BIRMINGHAM,AL,35217,110015851167,04,4953,562212,N,0,4,937.19,79.242,0,POINT (-86.77453 33.56848),0,-86.77453,33.56848
NEW HANOVER COUNTY,5210 US HIGHWAY 421 NORTH,WILMINGTON,NC,28401,110018631248,04,4953,562212,N,0,9,37.35,72.309,1,POINT (-77.99312 34.32188),0,-77.99312,34.32188
NEW HAVEN LANDFILL TRANSFER STATION,260 MIDDLETOWN AVE,NEW HAVEN,CT,06513,110030395622,01,4953,562212,N,0,2,657.92,8.376,0,POINT (-72.798283 41.385177),0,-72.798283,41.385177
NEW HAVEN PUBLIC WORKS,34 MIDDLETOWN AVE,NEW HAVEN,CT,06513,110002494756,01,,562212,N,0,2,5481.78,62.962,0,POINT (-72.89502400000001 41.319593),0,-72.895024,41.319593
NEW LAND RECYCLING,9105 BURROUGH DOVER LN,"PENNSAUKEN, TOWNSHIP OF",NJ,08109,110056073289,02,4953,49311 562212,N,0,1,3241.49,32.553,0,POINT (-75.02059 39.97407),0,-75.02059,39.97407
NEW MILFORD LANDFILL RECYCLING CENTER,182 DANBURY RD,NEW MILFORD,CT,06776,110034181114,01,4953,562212 48411,N,4,2,636.08,13.915,1,POINT (-73.42910000000001 41.5492),0,-73.4291,41.5492
NEW MORGAN LANDFILL,420 QUARRY RD,MORGANTOWN,PA,19543,110010971984,03,4953,562212,N,2,3,329.43,5.818,0,POINT (-75.89591799999999 40.123384),0,-75.895918,40.123384
NEW MORGAN LDFL CO INC/CONESTOGA LDFL,MINEVIEW RD,MORGANTOWN,PA,19543,110010315603,03,4953,562212,N,0,5,196.79,5.564,0,POINT (-75.91452 40.18066),0,-75.91452,40.18066
NEW PARIS PIKE LANDFILL - CITY OF RICHMOND,5242 NEW PARIS PIKE,RICHMOND,IN,47374,110012044787,05,4953,562212 562998,N,0,2,435.25,13.142,1,POINT (-84.8317 39.8557),0,-84.8317,39.8557
NEW RIVER RESOURCE AUTHORITY SOLID WASTE FACILITY,7100 CLOYDS MOUNTAIN RD,DUBLIN,VA,24084,110020678453,03,,562212,N,0,1,46.21,1.753,0,POINT (-80.66974999999999 37.19319),0,-80.66975,37.19319
NEW RIVER SOLID WASTE ASSOCIATION,POST OFFICE BOX 647,RAIFORD,FL,32083,110018854284,04,4953,562212,N,0,3,59.22,29.198,0,POINT (-82.236598 30.0911),0,-82.236598,30.0911
NEW YORK AIR BRAKE CORP,748 STARBUCK AVENUE,WATERTOWN,NY,13601,110000325997,02,3743 3561 3728 9511,336510 562212 56291 33651,N,9,1,1105.21,16.392,0,POINT (-75.891521 43.985571),0,-75.891521,43.985571
NEWBERRY SPRINGS SANITARY LANDFILL,3 MI SOUTH OF HWY 66 ON PONIENTE DR,NEWBERRY SPRINGS,CA,92365,110043793044,09,,562212,N,0,0,0.0,0.0,0,POINT (-115.97054 34.836137),0,-115.97054,34.836137
NEWBURGH CITY OF - CITY LANDFILL SUPERFUND SITE,88 PIERCES RD,NEWBURGH,NY,12550,110045554262,02,,562212,N,0,0,2298.56,59.899,0,POINT (-74.03512600000001 41.512665),0,-74.035126,41.512665
NEWBURY LANDFILL,BOSTON RD,NEWBURY,MA,01951,110024341292,01,,562212,N,0,0,673.84,4.143,0,POINT (-70.862854 42.785881),0,-70.862854,42.785881
NEWCO WASTE SYSTEMS OF NJ PINELANDS PARK SLF,3024 OCEAN HEIGHTS AVE,EGG HARBOR TOWNSHIP,NJ,08234,110030637194,02,4953,562212,N,1,1,1403.69,19.148,0,POINT (-74.6117 39.3569),0,-74.6117,39.3569
NEWFIELD BORO SLF,CATAWBA AVE & GORGO RD,NEWFIELD,NJ,08344,110070029349,02,4953,562212,N,0,1,448.73,27.819,0,POINT (-75.0117 39.54677),0,-75.0117,39.54677
NEWLAND PARK LANDFILL,6948 BRICK KILN ROAD,SALISBURY,MD,21801,110001837326,03,4953,562212,N,2,19,831.84,54.535,1,POINT (-75.64026 38.3889),0,-75.64026,38.3889
NEWPORT CHEMICAL DEPOT,3000 S SR 63,HILLSDALE,IN,47854,110000755601,05,4952 9611,928110 561431 562212,Y,8,5,9.03,2.756,0,POINT (-87.45099999999999 39.837139),0,-87.451,39.837139
NEWPORT NEWS LANDFILL NO. 2,15110 WARWICK BOULEVARD,NEWPORT NEWS,VA,23602,110020678462,03,,562212,N,0,0,2643.37,56.989,0,POINT (-76.547254 37.141516),0,-76.547254,37.141516
NEWTON COUNTY LANDFILL,2266 E 500 S,BROOK,IN,47922,110006625312,05,4953,562212,Y,8,2,6.43,6.011,1,POINT (-87.347702 40.926075),0,-87.347702,40.926075
NEWTON COUNTY LANDFILL,205 LOWER RIVER RD,COVINGTON,GA,30016,110013937071,04,4953,562212,N,1,1,683.65,59.553,0,POINT (-83.89559 33.550116),0,-83.89559,33.550116
